
This hub-height turbulence-parameter file was generated by TurbSim (from OpenFAST-Unversioned from 08fffef240461a8334596179f1de462be43ad3e9) on 10-Oct-2023 at 13:38:20.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   3.10   24.844   25.201   25.203    4.231    0.259    3.844    4.231    0.259    0.994   16.264    1.095   16.373    8.166
   3.20   24.266   24.745   24.798    4.845    1.628    3.266    4.845    1.628    5.317   15.823    7.888   18.396    9.231
   3.30   25.100   25.717   25.766    5.602    1.586    4.100    5.602    1.586    6.501   22.966    8.884   25.352   12.734
   3.40   25.473   25.847   25.931    4.380    2.080    4.473    4.380    2.080    9.303   19.591    9.108   21.758   11.761
   3.50   25.232   25.889   25.969    5.794    2.039    4.232    5.794    2.039    8.631   24.522   11.817   27.821   14.278
   3.60   24.982   26.048   26.265    7.374    3.371    3.982    7.374    3.371   13.422   29.366   24.855   40.800   20.373
   3.70   26.444   27.588   27.656    7.865    1.934    5.444    7.865    1.934   10.529   42.812   15.211   47.613   23.319
   3.80   26.278   27.618   27.633    8.497   -0.902    5.278    8.497   -0.902   -4.760   44.852   -7.662   50.438   22.875
   3.90   25.023   26.192   26.219    7.735   -1.193    4.023    7.735   -1.193   -4.801   31.121   -9.230   38.723   16.407
   4.00   25.533   26.550   26.561    7.278   -0.784    4.533    7.278   -0.784   -3.553   32.990   -5.705   37.064   16.834
   4.10   27.583   28.265   28.304    6.172   -1.490    6.583    6.172   -1.490   -9.806   40.628   -9.193   41.822   21.397
   4.20   27.173   27.658   27.688    5.157   -1.288    6.173    5.157   -1.288   -7.948   31.837   -6.640   33.181   16.739
   4.30   26.653   27.085   27.125    4.820   -1.473    5.653    4.820   -1.473   -8.327   27.246   -7.099   28.678   14.681
   4.40   26.195   26.562   26.612    4.397   -1.635    5.195    4.397   -1.635   -8.494   22.845   -7.189   24.500   12.706
   4.50   24.868   25.200   25.206    4.077    0.567    3.868    4.077    0.567    2.195   15.769    2.313   15.952    8.044
   4.60   26.074   26.295   26.332    3.403    1.408    5.074    3.403    1.408    7.145   17.266    4.793   19.653    9.646
   4.70   26.365   26.569   26.588    3.285    1.018    5.365    3.285    1.018    5.463   17.625    3.345   20.306    9.376
   4.80   25.413   25.742   25.752    4.104    0.711    4.413    4.104    0.711    3.136   18.112    2.916   18.413    9.306
   4.90   25.258   25.390   25.405    2.594    0.859    4.258    2.594    0.859    3.656   11.043    2.227   12.796    5.922
   5.00   25.397   25.570   25.578    2.965   -0.650    4.397    2.965   -0.650   -2.860   13.038   -1.929   14.275    6.743
   5.10   24.734   24.827   24.841    2.146   -0.858    3.734    2.146   -0.858   -3.204    8.014   -1.842    9.642    4.412
   5.20   25.892   26.003   26.007    2.394    0.458    4.892    2.394    0.458    2.243   11.714    1.098   14.940    5.989
   5.30   26.442   26.495   26.507    1.683    0.786    5.442    1.683    0.786    4.279    9.161    1.324   16.533    5.099
   5.40   25.985   25.988   26.065    0.389    1.998    4.985    0.389    1.998    9.962    1.939    0.777   14.499    5.089
   5.50   25.424   25.426   25.450    0.320    1.109    4.424    0.320    1.109    4.904    1.415    0.355   10.451    2.558
   5.60   24.970   24.976   24.994    0.557    0.941    3.970    0.557    0.941    3.737    2.211    0.524    8.479    2.187
   5.70   24.942   24.956   25.022   -0.834    1.817    3.942   -0.834    1.817    7.162   -3.287   -1.515    9.767    4.012
   5.80   24.112   24.113   24.197   -0.179    2.011    3.112   -0.179    2.011    6.258   -0.557   -0.360    6.881    3.146
   5.90   22.917   22.944   22.994    1.104    1.525    1.917    1.104    1.525    2.924    2.116    1.683    3.610    1.991
   6.00   23.558   23.592   23.670   -1.269    1.919    2.558   -1.269    1.919    4.909   -3.246   -2.435    5.918    3.184
   6.10   24.508   24.516   24.667   -0.620    2.726    3.508   -0.620    2.726    9.561   -2.176   -1.691   10.059    4.975
   6.20   24.674   24.722   24.748   -1.543    1.142    3.674   -1.543    1.142    4.194   -5.667   -1.761    8.590    3.633
   6.30   24.364   24.382   24.451   -0.932    1.839    3.364   -0.932    1.839    6.187   -3.136   -1.714    7.785    3.572
   6.40   23.060   23.073   23.215   -0.763    2.564    2.060   -0.763    2.564    5.282   -1.572   -1.956    5.700    2.924
   6.50   22.954   22.955   22.967    0.212    0.738    1.954    0.212    0.738    1.443    0.414    0.157    2.204    0.755
   6.60   23.531   23.531   23.612    0.004    1.956    2.531    0.004    1.956    4.952    0.010    0.008    5.117    2.476
   6.70   24.531   24.531   24.548   -0.170    0.889    3.531   -0.170    0.889    3.139   -0.599   -0.151    6.643    1.599
   6.80   25.671   25.680   25.686    0.683    0.556    4.671    0.683    0.556    2.597    3.191    0.380   11.298    2.066
   6.90   27.023   27.031   27.107    0.666    2.022    6.023    0.666    2.022   12.177    4.012    1.346   20.405    6.445
   7.00   26.684   26.684   26.699    0.012    0.885    5.684    0.012    0.885    5.030    0.070    0.011   16.548    2.515
   7.10   26.275   26.275   26.307    0.089    1.296    5.275    0.089    1.296    6.837    0.469    0.115   14.757    3.427
   7.20   25.358   25.386   25.431   -1.195    1.505    4.358   -1.195    1.505    6.560   -5.207   -1.798   11.344    4.283
   7.30   24.254   24.290   24.344   -1.326    1.631    3.254   -1.326    1.631    5.307   -4.313   -2.162    7.502    3.586
   7.40   24.142   24.201   24.207   -1.686    0.516    3.142   -1.686    0.516    1.621   -5.299   -0.870    6.492    2.805
   7.50   24.201   24.273   24.273   -1.862   -0.070    3.201   -1.862   -0.070   -0.223   -5.959    0.129    6.859    2.982
   7.60   23.733   23.782   23.797   -1.532   -0.832    2.733   -1.532   -0.832   -2.273   -4.186    1.274    5.253    2.466
   7.70   23.218   23.284   23.289   -1.748    0.487    2.218   -1.748    0.487    1.081   -3.878   -0.852    4.107    2.058
   7.80   21.820   21.831   21.837   -0.694   -0.508    0.820   -0.694   -0.508   -0.417   -0.569    0.353    0.706    0.394
   7.90   20.342   20.353   20.353    0.660    0.058   -0.658    0.660    0.058   -0.038   -0.434    0.038    0.436    0.219
   8.00   19.989   20.053   20.054    1.594   -0.207   -1.011    1.594   -0.207    0.210   -1.612   -0.331    1.803    0.829
   8.10   21.983   22.002   22.008    0.916   -0.477    0.983    0.916   -0.477   -0.469    0.901   -0.437    1.017    0.553
   8.20   21.369   21.378   21.402   -0.643   -0.996    0.369   -0.643   -0.996   -0.367   -0.237    0.640    0.771    0.388
   8.30   21.493   21.644   21.651   -2.549   -0.553    0.493   -2.549   -0.553   -0.273   -1.258    1.409    3.523    0.954
   8.40   21.177   21.379   21.380   -2.937   -0.145    0.177   -2.937   -0.145   -0.026   -0.519    0.425    4.339    0.336
   8.50   21.849   22.035   22.035   -2.860    0.080    0.849   -2.860    0.080    0.068   -2.427   -0.228    4.453    1.219
   8.60   21.196   21.675   21.676   -4.533    0.216    0.196   -4.533    0.216    0.042   -0.887   -0.979   10.314    0.661
   8.70   21.202   21.775   21.776   -4.961    0.207    0.202   -4.961    0.207    0.042   -1.005   -1.029   12.348    0.719
   8.80   21.776   21.977   22.014   -2.966    1.277    0.776   -2.966    1.277    0.990   -2.300   -3.787    5.515    2.270
   8.90   22.412   22.521   22.575   -2.216    1.564    1.412   -2.216    1.564    2.209   -3.129   -3.467    4.676    2.583
   9.00   22.803   22.896   22.964   -2.058    1.765    1.803   -2.058    1.765    3.182   -3.710   -3.632    5.300    3.045
   9.10   24.690   24.695   24.752   -0.500    1.683    3.690   -0.500    1.683    6.211   -1.845   -0.842    8.350    3.267
   9.20   25.137   25.140   25.196    0.376    1.674    4.137    0.376    1.674    6.926    1.558    0.630   10.030    3.564
   9.30   24.952   24.952   24.982    0.005    1.210    3.952    0.005    1.210    4.781    0.020    0.006    8.542    2.390
   9.40   24.233   24.233   24.292   -0.176    1.695    3.233   -0.176    1.695    5.478   -0.568   -0.298    6.676    2.758
   9.50   23.758   23.774   23.783   -0.864    0.678    2.758   -0.864    0.678    1.869   -2.383   -0.586    4.406    1.543
   9.60   22.963   22.967   23.022   -0.404    1.588    1.963   -0.404    1.588    3.118   -0.793   -0.641    3.270    1.640
   9.70   21.649   21.649   21.707    0.015    1.584    0.649    0.015    1.584    1.028    0.010    0.024    1.465    0.514
   9.80   21.492   21.493   21.576    0.218    1.895    0.492    0.218    1.895    0.932    0.107    0.412    1.940    0.512
   9.90   21.488   21.553   21.665    1.664    2.206    0.488    1.664    2.206    1.077    0.813    3.670    3.936    1.955
  10.00   20.877   21.045   21.171    2.649    2.313   -0.123    2.649    2.313   -0.284   -0.325    6.127    6.191    3.071
  10.10   20.033   20.148   20.180    2.149    1.136   -0.967    2.149    1.136   -1.098   -2.077    2.441    3.421    1.694
  10.20   20.220   20.239   20.436    0.882    2.829   -0.780    0.882    2.829   -2.208   -0.689    2.496    4.696    1.701
  10.30   20.975   21.077   21.264    2.071    2.817   -0.025    2.071    2.817   -0.071   -0.052    5.833    6.112    2.917
  10.40   22.215   22.555   22.609    3.903    1.558    1.215    3.903    1.558    1.893    4.741    6.082    9.569    3.970
  10.50   21.004   21.360   21.384    3.881    1.013    0.004    3.881    1.013    0.004    0.017    3.932    8.043    1.966
  10.60   20.392   20.486   20.705    1.959    3.004   -0.608    1.959    3.004   -1.826   -1.191    5.884    6.616    3.138
  10.70   20.115   20.181   20.304    1.630    2.235   -0.885    1.630    2.235   -1.979   -1.443    3.644    4.220    2.196
  10.80   19.001   19.051   19.063    1.379    0.686   -1.999    1.379    0.686   -1.371   -2.757    0.946    3.185    1.611
  10.90   18.517   18.571   18.598    1.406    1.005   -2.483    1.406    1.005   -2.494   -3.491    1.413    4.575    2.259
  11.00   18.253   18.266   18.276    0.687    0.605   -2.747    0.687    0.605   -1.661   -1.887    0.416    4.191    1.274
  11.10   16.751   16.909   16.911    2.303    0.304   -4.249    2.303    0.304   -1.293   -9.786    0.701   11.726    4.948
  11.20   16.486   16.545   16.551    1.395    0.439   -4.514    1.395    0.439   -1.981   -6.299    0.612   11.258    3.316
  11.30   17.360   17.360   17.380    0.009    0.841   -3.640    0.009    0.841   -3.062   -0.033    0.008    6.979    1.531
  11.40   15.552   15.694   15.797    2.102    1.807   -5.448    2.102    1.807   -9.842  -11.449    3.797   18.680    7.784
  11.50   16.298   16.321   16.345    0.878    0.875   -4.702    0.878    0.875   -4.116   -4.128    0.768   11.824    2.940
  11.60   16.006   16.013   16.122   -0.469    1.872   -4.994   -0.469    1.872   -9.350    2.341   -0.877   14.333    4.839
  11.70   15.645   15.670   15.778   -0.887    1.840   -5.355   -0.887    1.840   -9.853    4.752   -1.633   16.425    5.530
  11.80   16.174   16.299   16.299   -2.018   -0.053   -4.826   -2.018   -0.053    0.257    9.739    0.107   13.684    4.871
  11.90   17.339   17.379   17.379   -1.189   -0.043   -3.661   -1.189   -0.043    0.158    4.353    0.051    7.411    2.178
  12.00   17.758   17.758   17.760    0.054    0.299   -3.242    0.054    0.299   -0.970   -0.176    0.016    5.303    0.493
  12.10   18.778   18.787   18.832   -0.590    1.295   -2.222   -0.590    1.295   -2.877    1.311   -0.764    3.481    1.626
  12.20   20.630   20.655   20.685   -1.028    1.106   -0.370   -1.028    1.106   -0.409    0.381   -1.136    1.208    0.633
  12.30   20.535   20.649   20.795   -2.163    2.457   -0.465   -2.163    2.457   -1.141    1.005   -5.313    5.464    2.763
  12.40   21.000   21.075   21.373   -1.775    3.556   -0.000   -1.775    3.556   -0.000    0.000   -6.313    7.899    3.157
  12.50   21.701   21.701   21.933    0.087    3.181    0.701    0.087    3.181    2.230    0.061    0.277    5.308    1.124
  12.60   21.711   21.720   21.836   -0.610    2.255    0.711   -0.610    2.255    1.604   -0.433   -1.375    2.982    1.078
  12.70   20.860   20.860   21.103    0.019    3.197   -0.140    0.019    3.197   -0.449   -0.003    0.060    5.120    0.226
  12.80   21.526   21.526   21.662   -0.094    2.419    0.526   -0.094    2.419    1.273   -0.049   -0.227    3.069    0.647
  12.90   21.199   21.218   21.254   -0.892    1.235    0.199   -0.892    1.235    0.246   -0.178   -1.102    1.180    0.571
  13.00   21.403   21.407   21.431    0.391    1.019    0.403    0.391    1.019    0.411    0.157    0.398    0.677    0.297
  13.10   20.231   20.233   20.328    0.246    1.967   -0.769    0.246    1.967   -1.512   -0.189    0.483    2.261    0.799
  13.20   19.689   19.689   19.719   -0.038    1.084   -1.311   -0.038    1.084   -1.421    0.050   -0.041    1.447    0.711
  13.30   20.418   20.424   20.459   -0.502    1.204   -0.582   -0.502    1.204   -0.701    0.292   -0.604    1.020    0.485
  13.40   19.127   19.207   19.223   -1.747    0.784   -1.873   -1.747    0.784   -1.468    3.271   -1.369    3.586    1.919
  13.50   19.293   19.440   19.443   -2.388   -0.342   -1.707   -2.388   -0.342    0.584    4.076    0.818    4.367    2.099
  13.60   19.503   19.592   19.649   -1.866   -1.492   -1.497   -1.866   -1.492    2.234    2.794    2.785    3.976    2.267
  13.70   18.825   18.902   18.958   -1.704   -1.451   -2.175   -1.704   -1.451    3.155    3.706    2.473    4.869    2.730
  13.80   17.194   17.245   17.319   -1.330   -1.596   -3.806   -1.330   -1.596    6.073    5.063    2.123    9.401    4.094
  13.90   18.964   18.966   18.987    0.280   -0.886   -2.036    0.280   -0.886    1.804   -0.569   -0.248    2.504    0.954
  14.00   19.193   19.198   19.198    0.427    0.025   -1.807    0.427    0.025   -0.046   -0.772    0.011    1.724    0.387
  14.10   18.741   18.786   18.797    1.307    0.622   -2.259    1.307    0.622   -1.404   -2.952    0.812    3.599    1.684
  14.20   18.584   18.584   18.644   -0.090    1.487   -2.416   -0.090    1.487   -3.593    0.217   -0.134    4.028    1.801
  14.30   18.556   18.557   18.638    0.119    1.734   -2.444    0.119    1.734   -4.237   -0.292    0.207    4.496    2.126
  14.40   18.724   18.737   18.774    0.700    1.185   -2.276    0.700    1.185   -2.698   -1.592    0.829    3.538    1.620
  14.50   18.142   18.154   18.193    0.674    1.187   -2.858    0.674    1.187   -3.393   -1.926    0.800    5.016    1.992
  14.60   19.481   19.542   19.542    1.547    0.009   -1.519    1.547    0.009   -0.013   -2.350    0.013    2.350    1.175
  14.70   18.759   18.882   18.899    2.153    0.781   -2.241    2.153    0.781   -1.751   -4.824    1.682    5.134    2.700
  14.80   20.845   21.090   21.173    3.201    1.879   -0.155    3.201    1.879   -0.290   -0.495    6.014    6.901    3.021
  14.90   21.665   21.863   21.915    2.934    1.512    0.665    2.934    1.512    1.006    1.952    4.437    5.670    2.475
  15.00   21.702   21.763   21.824    1.621    1.632    0.702    1.621    1.632    1.146    1.139    2.645    2.892    1.550
  15.10   21.888   21.897   21.898    0.639   -0.142    0.888    0.639   -0.142   -0.126    0.568   -0.091    0.609    0.294
  15.20   22.638   22.639   22.661   -0.201   -0.998    1.638   -0.201   -0.998   -1.634   -0.330    0.201    1.860    0.840
  15.30   22.617   22.686   22.688   -1.768   -0.262    1.617   -1.768   -0.262   -0.423   -2.860    0.463    2.905    1.464
  15.40   22.776   22.876   22.877   -2.134    0.197    1.776   -2.134    0.197    0.350   -3.790   -0.421    3.874    1.915
  15.50   23.526   23.568   23.596   -1.419    1.137    2.526   -1.419    1.137    2.872   -3.584   -1.614    4.842    2.434
  15.60   22.779   22.785   22.830    0.546    1.426    1.779    0.546    1.426    2.537    0.971    0.779    2.748    1.413
  15.70   22.581   22.639   22.793    1.620    2.641    1.581    1.620    2.641    4.176    2.562    4.280    6.050    3.253
  15.80   22.770   22.776   23.010    0.530    3.274    1.770    0.530    3.274    5.795    0.939    1.736    7.066    3.061
  15.90   23.120   23.130   23.472    0.705    3.988    2.120    0.705    3.988    8.453    1.494    2.811   10.448    4.516
  16.00   24.306   24.320   24.535   -0.824    3.244    3.306   -0.824    3.244   10.724   -2.724   -2.673   11.065    5.691
  16.10   23.902   23.932   24.085   -1.197    2.711    2.902   -1.197    2.711    7.867   -3.474   -3.245    8.601    4.596
  16.20   22.386   22.537   22.842   -2.605    3.723    1.386   -2.605    3.723    5.160   -3.611   -9.699   11.284    5.782
  16.30   21.526   21.673   21.759   -2.522    1.935    0.526   -2.522    1.935    1.017   -1.326   -4.880    5.190    2.579
  16.40   20.326   20.460   20.578   -2.332    2.200   -0.674   -2.332    2.200   -1.482    1.571   -5.131    5.366    2.783
  16.50   19.221   19.407   19.436   -2.675    1.074   -1.779   -2.675    1.074   -1.910    4.759   -2.873    5.737    2.939
  16.60   20.125   20.188   20.231   -1.594    1.324   -0.875   -1.594    1.324   -1.160    1.396   -2.112    2.531    1.392
  16.70   20.583   20.640   20.650   -1.535    0.622   -0.417   -1.535    0.622   -0.259    0.640   -0.955    1.459    0.589
  16.80   20.927   20.937   21.081   -0.654    2.461   -0.073   -0.654    2.461   -0.180    0.048   -1.610    3.244    0.810
  16.90   20.767   20.769   20.933   -0.286    2.616   -0.233   -0.286    2.616   -0.610    0.067   -0.747    3.491    0.483
  17.00   21.279   21.298   21.314    0.899    0.819    0.279    0.899    0.819    0.228    0.251    0.736    0.778    0.405
  17.10   22.077   22.077   22.082   -0.135    0.455    1.077   -0.135    0.455    0.490   -0.146   -0.062    0.692    0.257
  17.20   21.669   21.677   21.705    0.611    1.103    0.669    0.611    1.103    0.738    0.409    0.674    1.019    0.540
  17.30   20.969   21.025   21.043    1.528    0.880   -0.031    1.528    0.880   -0.027   -0.047    1.344    1.555    0.673
  17.40   22.205   22.289   22.297    1.933    0.570    1.205    1.933    0.570    0.687    2.330    1.102    2.757    1.334
  17.50   22.810   22.894   22.896    1.960   -0.270    1.810    1.960   -0.270   -0.490    3.547   -0.530    3.595    1.810
  17.60   22.981   23.081   23.082    2.146    0.168    1.981    2.146    0.168    0.334    4.252    0.361    4.280    2.140
  17.70   22.867   22.948   22.965    1.925   -0.885    1.867    1.925   -0.885   -1.652    3.593   -1.704    3.986    2.153
  17.80   23.313   23.402   23.455    2.033   -1.583    2.313    2.033   -1.583   -3.663    4.702   -3.219    5.995    3.387
  17.90   23.898   24.068   24.182    2.860   -2.342    2.898    2.860   -2.342   -6.786    8.288   -6.699   11.031    6.317
  18.00   22.579   22.899   23.025    3.811   -2.408    1.579    3.811   -2.408   -3.803    6.019   -9.178   11.409    5.808
  18.10   22.631   22.788   22.788    2.670   -0.185    1.631    2.670   -0.185   -0.301    4.353   -0.493    4.910    2.196
  18.20   22.051   22.093   22.106    1.357   -0.762    1.051    1.357   -0.762   -0.801    1.426   -1.033    1.763    0.967
  18.30   22.360   22.388   22.396    1.109   -0.608    1.360    1.109   -0.608   -0.827    1.509   -0.675    1.725    0.924
  18.40   22.422   22.423   22.425    0.243    0.312    1.422    0.243    0.312    0.444    0.345    0.076    1.089    0.284
  18.50   21.128   21.166   21.210    1.268    1.357    0.128    1.268    1.357    0.174    0.163    1.721    1.734    0.869
  18.60   20.503   20.510   20.579    0.537    1.687   -0.497    0.537    1.687   -0.839   -0.267    0.905    1.690    0.631
  18.70   20.346   20.425   20.442    1.798    0.829   -0.654    1.798    0.829   -0.542   -1.176    1.491    2.174    0.987
  18.80   19.963   20.187   20.205    3.001   -0.851   -1.037    3.001   -0.851    0.882   -3.111   -2.553    5.401    2.060
  18.90   19.306   19.466   19.632    2.488   -2.551   -1.694    2.488   -2.551    4.321   -4.215   -6.348    7.784    4.380
  19.00   19.239   19.378   19.481    2.323   -1.998   -1.761    2.323   -1.998    3.519   -4.092   -4.640    6.244    3.559
  19.10   19.226   19.418   19.458    2.723   -1.246   -1.774    2.723   -1.246    2.210   -4.832   -3.392    6.058    3.152
  19.20   18.477   18.729   18.827    3.062   -1.922   -2.523    3.062   -1.922    4.849   -7.728   -5.885    9.720    5.428
  19.30   19.104   19.319   19.343    2.871   -0.972   -1.896    2.871   -0.972    1.843   -5.442   -2.790    6.390    3.194
  19.40   19.592   19.776   19.777    2.693   -0.225   -1.408    2.693   -0.225    0.317   -3.793   -0.607    4.644    1.927
  19.50   19.670   20.110   20.122    4.184    0.699   -1.330    4.184    0.699   -0.929   -5.565    2.924    9.883    3.177
  19.60   18.894   19.325   19.431    4.056    2.025   -2.106    4.056    2.025   -4.264   -8.540    8.215   12.494    6.297
  19.70   19.491   19.727   19.747    3.039    0.893   -1.509    3.039    0.893   -1.348   -4.586    2.715    6.155    2.748
  19.80   19.027   19.192   19.212    2.515   -0.871   -1.973    2.515   -0.871    1.718   -4.962   -2.190    5.488    2.845
  19.90   20.061   20.427   20.457    3.850   -1.111   -0.939    3.850   -1.111    1.043   -3.616   -4.277    8.471    2.849
  20.00   19.906   20.074   20.092    2.592   -0.846   -1.094    2.592   -0.846    0.925   -2.835   -2.192    4.315    1.851
  20.10   20.554   20.679   20.698    2.270   -0.894   -0.446    2.270   -0.894    0.399   -1.014   -2.031    3.077    1.152
  20.20   20.455   20.668   20.670    2.960   -0.277   -0.545    2.960   -0.277    0.151   -1.613   -0.819    4.567    0.908
  20.30   19.320   19.449   19.489    2.238   -1.245   -1.680    2.238   -1.245    2.092   -3.761   -2.787    4.692    2.564
  20.40   18.889   18.898   19.015   -0.570   -2.111   -2.111   -0.570   -2.111    4.455    1.204    1.203    4.617    2.384
  20.50   19.537   19.540   19.646   -0.319   -2.041   -1.463   -0.319   -2.041    2.985    0.467    0.651    3.203    1.545
  20.60   18.685   18.689   18.703   -0.414   -0.706   -2.315   -0.414   -0.706    1.634    0.959    0.292    3.015    0.959
  20.70   19.193   19.226   19.235    1.126   -0.564   -1.807    1.126   -0.564    1.019   -2.034   -0.635    2.424    1.181
  20.80   19.088   19.143   19.144    1.451   -0.192   -1.912    1.451   -0.192    0.367   -2.774   -0.278    2.899    1.406
  20.90   18.847   19.152   19.153    3.404    0.145   -2.153    3.404    0.145   -0.311   -7.329    0.492    8.123    3.676
  21.00   18.592   18.750   18.752    2.426    0.279   -2.408    2.426    0.279   -0.672   -5.841    0.677    5.880    2.959
  21.10   18.432   18.503   18.519    1.624   -0.750   -2.568    1.624   -0.750    1.926   -4.170   -1.218    4.897    2.376
  21.20   19.284   19.474   19.506    2.716    1.102   -1.716    2.716    1.102   -1.890   -4.660    2.992    5.766    2.926
  21.30   18.885   19.010   19.085    2.174    1.692   -2.115    2.174    1.692   -3.579   -4.597    3.679    6.030    3.445
  21.40   18.206   18.281   18.329    1.659    1.316   -2.794    1.659    1.316   -3.676   -4.636    2.183    6.146    3.153
  21.50   18.007   18.012   18.069    0.418    1.431   -2.993    0.418    1.431   -4.281   -1.250    0.597    5.589    2.250
  21.60   17.253   17.319   17.338    1.507    0.806   -3.747    1.507    0.806   -3.021   -5.645    1.215    8.479    3.258
  21.70   16.635   16.767   16.772    2.099   -0.431   -4.365    2.099   -0.431    1.883   -9.161   -0.905   11.822    4.698
  21.80   15.573   15.828   15.876    2.831    1.228   -5.427    2.831    1.228   -6.663  -15.363    3.476   19.488    8.552
  21.90   16.116   16.628   16.646    4.096    0.768   -4.884    4.096    0.768   -3.750  -20.004    3.145   20.610   10.297
  22.00   16.158   16.443   16.443    3.048    0.080   -4.842    3.048    0.080   -0.386  -14.758    0.243   16.371    7.382
  22.10   16.078   16.460   16.474    3.528   -0.670   -4.922    3.528   -0.670    3.299  -17.364   -2.365   18.561    8.916
  22.20   15.527   15.950   15.953    3.651   -0.328   -5.473    3.651   -0.328    1.796  -19.983   -1.198   21.698   10.050
  22.30   14.637   15.333   15.426    4.565   -1.697   -6.363    4.565   -1.697   10.796  -29.042   -7.746   32.098   15.969
  22.40   14.908   15.712   15.753    4.962   -1.129   -6.092    4.962   -1.129    6.876  -30.229   -5.601   31.504   15.752
  22.50   15.950   16.986   16.986    5.840   -0.114   -5.050    5.840   -0.114    0.578  -29.493   -0.669   29.812   14.753
  22.60   15.885   17.518   17.518    7.387   -0.019   -5.115    7.387   -0.019    0.095  -37.786   -0.137   40.366   18.893
  22.70   15.363   16.427   16.431    5.818    0.329   -5.637    5.818    0.329   -1.857  -32.796    1.916   32.867   16.452
