
This hub-height turbulence-parameter file was generated by TurbSim (from OpenFAST-Unversioned from 08fffef240461a8334596179f1de462be43ad3e9) on 10-Oct-2023 at 13:37:08.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   5.30   23.859   23.912   23.924    1.589    0.771    4.859    1.589    0.771    3.745    7.719    1.224   13.364    4.333
   5.40   23.442   23.446   23.520    0.419    1.869    4.442    0.419    1.869    8.301    1.859    0.782   11.700    4.271
   5.50   22.944   22.946   22.971    0.352    1.070    3.944    0.352    1.070    4.220    1.388    0.377    8.411    2.229
   5.60   22.544   22.551   22.570    0.561    0.922    3.544    0.561    0.922    3.269    1.988    0.518    6.863    1.931
   5.70   22.524   22.535   22.600   -0.694    1.715    3.524   -0.694    1.715    6.045   -2.447   -1.191    7.922    3.315
   5.80   21.783   21.783   21.866   -0.108    1.893    2.783   -0.108    1.893    5.270   -0.301   -0.205    5.671    2.641
   5.90   20.717   20.744   20.795    1.043    1.458    1.717    1.043    1.458    2.503    1.791    1.520    3.081    1.716
   6.00   21.305   21.333   21.410   -1.095    1.815    2.305   -1.095    1.815    4.182   -2.525   -1.988    4.902    2.637
   6.10   22.168   22.174   22.319   -0.515    2.543    3.168   -0.515    2.543    8.054   -1.632   -1.310    8.383    4.161
   6.20   22.324   22.365   22.393   -1.347    1.114    3.324   -1.347    1.114    3.703   -4.479   -1.501    7.053    3.001
   6.30   22.053   22.067   22.136   -0.800    1.742    3.053   -0.800    1.742    5.318   -2.442   -1.393    6.497    3.008
   6.40   20.892   20.902   21.038   -0.649    2.394    1.892   -0.649    2.394    4.529   -1.228   -1.554    4.866    2.471
   6.50   20.815   20.816   20.830    0.227    0.746    1.815    0.227    0.746    1.354    0.412    0.170    1.951    0.713
   6.60   21.356   21.356   21.435    0.039    1.841    2.356    0.039    1.841    4.338    0.092    0.072    4.472    2.170
   6.70   22.274   22.275   22.292   -0.119    0.877    3.274   -0.119    0.877    2.870   -0.389   -0.104    5.751    1.449
   6.80   23.310   23.319   23.326    0.647    0.575    4.310    0.647    0.575    2.477    2.791    0.372    9.665    1.875
   6.90   24.522   24.530   24.603    0.630    1.895    5.522    0.630    1.895   10.463    3.481    1.194   17.239    5.546
   7.00   24.195   24.195   24.210    0.040    0.869    5.195    0.040    0.869    4.513    0.207    0.035   13.871    2.259
   7.10   23.796   23.796   23.829    0.106    1.237    4.796    0.106    1.237    5.934    0.509    0.131   12.272    2.978
   7.20   22.950   22.974   23.018   -1.051    1.424    3.950   -1.051    1.424    5.623   -4.153   -1.497    9.367    3.575
   7.30   21.954   21.985   22.038   -1.172    1.533    2.954   -1.172    1.533    4.528   -3.461   -1.796    6.223    2.988
   7.40   21.865   21.916   21.922   -1.498    0.522    2.865   -1.498    0.522    1.495   -4.292   -0.782    5.362    2.306
   7.50   21.928   21.990   21.990   -1.657   -0.012    2.928   -1.657   -0.012   -0.035   -4.853    0.020    5.660    2.426
   7.60   21.508   21.551   21.563   -1.362   -0.703    2.508   -1.362   -0.703   -1.764   -3.415    0.957    4.320    1.980
   7.70   21.043   21.100   21.106   -1.557    0.484    2.043   -1.557    0.484    0.988   -3.180   -0.753    3.415    1.707
   7.80   19.791   19.800   19.804   -0.607   -0.415    0.791   -0.607   -0.415   -0.328   -0.480    0.252    0.583    0.317
   7.90   18.482   18.493   18.493    0.611    0.093   -0.518    0.611    0.093   -0.048   -0.316    0.057    0.325    0.163
   8.00   18.194   18.252   18.252    1.452   -0.147   -0.806    1.452   -0.147    0.118   -1.170   -0.213    1.389    0.598
   8.10   20.011   20.029   20.033    0.839   -0.391    1.011    0.839   -0.391   -0.396    0.848   -0.328    0.940    0.496
   8.20   19.471   19.480   19.499   -0.567   -0.859    0.471   -0.567   -0.859   -0.405   -0.267    0.487    0.640    0.344
   8.30   19.592   19.724   19.730   -2.285   -0.457    0.592   -2.285   -0.457   -0.270   -1.352    1.044    2.891    0.865
   8.40   19.315   19.494   19.494   -2.637   -0.085    0.315   -2.637   -0.085   -0.027   -0.830    0.224    3.531    0.430
   8.50   19.925   20.090   20.091   -2.570    0.121    0.925   -2.570    0.121    0.112   -2.378   -0.312    3.737    1.200
   8.60   19.337   19.762   19.763   -4.076    0.249    0.337   -4.076    0.249    0.084   -1.373   -1.014    8.396    0.855
   8.70   19.328   19.837   19.838   -4.462    0.247    0.328   -4.462    0.247    0.081   -1.465   -1.102   10.037    0.917
   8.80   19.815   19.993   20.030   -2.665    1.217    0.815   -2.665    1.217    0.992   -2.170   -3.244    4.623    2.013
   8.90   20.348   20.445   20.499   -1.987    1.483    1.348   -1.987    1.483    1.999   -2.679   -2.946    3.982    2.228
   9.00   20.662   20.744   20.810   -1.841    1.668    1.662   -1.841    1.668    2.771   -3.060   -3.070    4.466    2.572
   9.10   22.328   22.332   22.389   -0.436    1.597    3.328   -0.436    1.597    5.314   -1.452   -0.697    6.908    2.777
   9.20   22.708   22.710   22.766    0.355    1.590    3.708    0.355    1.590    5.896    1.317    0.565    8.201    3.034
   9.30   22.524   22.524   22.554    0.023    1.173    3.524    0.023    1.173    4.133    0.082    0.027    6.896    2.067
   9.40   21.860   21.861   21.920   -0.137    1.611    2.860   -0.137    1.611    4.608   -0.393   -0.222    5.398    2.315
   9.50   21.418   21.431   21.443   -0.755    0.696    2.418   -0.755    0.696    1.684   -1.826   -0.526    3.451    1.269
   9.60   20.693   20.695   20.751   -0.339    1.519    1.693   -0.339    1.519    2.572   -0.573   -0.514    2.644    1.342
   9.70   19.507   19.507   19.566    0.041    1.519    0.507    0.041    1.519    0.770    0.021    0.062    1.283    0.387
   9.80   19.370   19.371   19.455    0.226    1.802    0.370    0.226    1.802    0.667    0.084    0.408    1.717    0.393
   9.90   19.375   19.435   19.547    1.531    2.085    0.375    1.531    2.085    0.781    0.574    3.192    3.416    1.668
  10.00   18.835   18.990   19.115    2.420    2.182   -0.165    2.420    2.182   -0.359   -0.398    5.282    5.324    2.655
  10.10   18.089   18.196   18.231    1.972    1.123   -0.911    1.972    1.123   -1.023   -1.796    2.214    2.990    1.514
  10.20   18.273   18.292   18.483    0.834    2.650   -0.727    0.834    2.650   -1.927   -0.607    2.210    4.124    1.497
  10.30   18.974   19.069   19.251    1.905    2.639   -0.026    1.905    2.639   -0.070   -0.050    5.028    5.298    2.514
  10.40   20.115   20.427   20.482    3.556    1.502    1.115    3.556    1.502    1.675    3.965    5.340    8.071    3.429
  10.50   19.052   19.377   19.403    3.536    1.009    0.052    3.536    1.009    0.052    0.183    3.567    6.761    1.786
  10.60   18.514   18.601   18.812    1.805    2.803   -0.486    1.805    2.803   -1.363   -0.878    5.061    5.677    2.657
  10.70   18.255   18.318   18.438    1.509    2.107   -0.745    1.509    2.107   -1.569   -1.123    3.178    3.635    1.859
  10.80   17.228   17.275   17.290    1.282    0.705   -1.772    1.282    0.705   -1.249   -2.271    0.903    2.640    1.373
  10.90   16.760   16.811   16.840    1.305    0.988   -2.240    1.305    0.988   -2.212   -2.922    1.289    3.847    1.942
  11.00   16.494   16.507   16.519    0.657    0.624   -2.506    0.657    0.624   -1.565   -1.646    0.410    3.551    1.154
  11.10   15.121   15.267   15.271    2.110    0.352   -3.879    2.110    0.352   -1.364   -8.184    0.742    9.811    4.165
  11.20   14.866   14.922   14.930    1.291    0.473   -4.134    1.291    0.473   -1.954   -5.339    0.610    9.490    2.859
  11.30   15.639   15.639   15.661    0.042    0.837   -3.361    0.042    0.837   -2.813   -0.142    0.035    6.000    1.409
  11.40   14.003   14.134   14.237    1.924    1.709   -4.997    1.924    1.709   -8.540   -9.612    3.287   15.796    6.636
  11.50   14.667   14.690   14.716    0.820    0.870   -4.333    0.820    0.870   -3.771   -3.553    0.714   10.101    2.615
  11.60   14.403   14.408   14.516   -0.394    1.769   -4.597   -0.394    1.769   -8.133    1.813   -0.698   12.209    4.181
  11.70   14.080   14.101   14.208   -0.774    1.739   -4.920   -0.774    1.739   -8.554    3.807   -1.345   13.913    4.729
  11.80   14.558   14.668   14.668   -1.793    0.029   -4.442   -1.793    0.029   -0.129    7.964   -0.052   11.475    3.983
  11.90   15.603   15.639   15.639   -1.048    0.037   -3.397   -1.048    0.037   -0.126    3.559   -0.039    6.318    1.781
  12.00   15.973   15.973   15.977    0.070    0.349   -3.027    0.070    0.349   -1.055   -0.213    0.025    4.645    0.538
  12.10   16.880   16.887   16.934   -0.510    1.250   -2.120   -0.510    1.250   -2.651    1.082   -0.638    3.160    1.467
  12.20   18.533   18.555   18.587   -0.905    1.086   -0.467   -0.905    1.086   -0.507    0.422   -0.983    1.108    0.592
  12.30   18.438   18.538   18.682   -1.927    2.310   -0.562   -1.927    2.310   -1.298    1.083   -4.452    4.683    2.381
  12.40   18.845   18.911   19.198   -1.578    3.306   -0.155   -1.578    3.306   -0.512    0.244   -5.218    6.723    2.624
  12.50   19.463   19.464   19.689    0.098    2.969    0.463    0.098    2.969    1.376    0.046    0.292    4.518    0.704
  12.60   19.462   19.469   19.585   -0.528    2.133    0.462   -0.528    2.133    0.985   -0.244   -1.125    2.520    0.758
  12.70   18.695   18.695   18.931    0.038    2.979   -0.305    0.038    2.979   -0.909   -0.012    0.114    4.483    0.458
  12.80   19.309   19.309   19.443   -0.063    2.273    0.309   -0.063    2.273    0.703   -0.019   -0.143    2.633    0.359
  12.90   19.044   19.060   19.098   -0.781    1.198    0.044   -0.781    1.198    0.053   -0.034   -0.936    1.024    0.469
  13.00   19.260   19.263   19.289    0.374    0.998    0.260    0.374    0.998    0.259    0.097    0.373    0.602    0.232
  13.10   18.230   18.231   18.325    0.243    1.849   -0.770    0.243    1.849   -1.424   -0.187    0.450    2.035    0.753
  13.20   17.750   17.750   17.781   -0.012    1.047   -1.250   -0.012    1.047   -1.309    0.015   -0.013    1.329    0.654
  13.30   18.401   18.406   18.442   -0.430    1.148   -0.599   -0.430    1.148   -0.688    0.258   -0.494    0.932    0.443
  13.40   17.226   17.295   17.312   -1.551    0.762   -1.774   -1.551    0.762   -1.353    2.753   -1.183    3.068    1.644
  13.50   17.354   17.484   17.486   -2.129   -0.262   -1.646   -2.129   -0.262    0.431    3.505    0.557    3.655    1.787
  13.60   17.519   17.598   17.646   -1.659   -1.306   -1.481   -1.659   -1.306    1.933    2.456    2.165    3.324    1.901
  13.70   16.894   16.962   17.009   -1.511   -1.272   -2.106   -1.511   -1.272    2.679    3.183    1.923    4.169    2.291
  13.80   15.428   15.472   15.536   -1.172   -1.403   -3.572   -1.172   -1.403    5.011    4.188    1.645    8.051    3.367
  13.90   17.040   17.043   17.060    0.279   -0.760   -1.960    0.279   -0.760    1.489   -0.547   -0.212    2.247    0.800
  14.00   17.280   17.285   17.285    0.415    0.068   -1.720    0.415    0.068   -0.117   -0.713    0.028    1.567    0.361
  14.10   16.913   16.956   16.967    1.208    0.612   -2.087    1.208    0.612   -1.277   -2.521    0.739    3.095    1.460
  14.20   16.807   16.807   16.865   -0.048    1.398   -2.193   -0.048    1.398   -3.065    0.105   -0.067    3.383    1.534
  14.30   16.806   16.806   16.885    0.142    1.623   -2.194    0.142    1.623   -3.562   -0.312    0.231    3.735    1.791
  14.40   16.969   16.982   17.020    0.666    1.129   -2.031    0.666    1.129   -2.293   -1.353    0.752    2.921    1.383
  14.50   16.453   16.466   16.505    0.645    1.131   -2.547    0.645    1.131   -2.879   -1.642    0.729    4.090    1.697
  14.60   17.664   17.722   17.722    1.432    0.068   -1.336    1.432    0.068   -0.091   -1.914    0.097    1.921    0.959
  14.70   17.027   17.142   17.159    1.980    0.766   -1.973    1.980    0.766   -1.511   -3.905    1.517    4.199    2.227
  14.80   18.925   19.149   19.230    2.924    1.758   -0.075    2.924    1.758   -0.132   -0.220    5.140    5.823    2.573
  14.90   19.688   19.870   19.921    2.684    1.428    0.688    2.684    1.428    0.982    1.845    3.832    4.857    2.182
  15.00   19.743   19.800   19.860    1.500    1.533    0.743    1.500    1.533    1.140    1.115    2.301    2.577    1.400
  15.10   19.925   19.935   19.935    0.615   -0.070    0.925    0.615   -0.070   -0.064    0.569   -0.043    0.619    0.287
  15.20   20.608   20.608   20.625   -0.144   -0.843    1.608   -0.144   -0.843   -1.355   -0.232    0.121    1.658    0.690
  15.30   20.587   20.646   20.646   -1.556   -0.177    1.587   -1.556   -0.177   -0.280   -2.469    0.275    2.486    1.250
  15.40   20.717   20.803   20.804   -1.886    0.243    1.717   -1.886    0.243    0.417   -3.238   -0.458    3.282    1.648
  15.50   21.375   21.411   21.439   -1.242    1.098    2.375   -1.242    1.098    2.607   -2.949   -1.363    4.194    2.083
  15.60   20.696   20.703   20.748    0.528    1.367    1.696    0.528    1.367    2.319    0.895    0.721    2.512    1.294
  15.70   20.525   20.580   20.727    1.496    2.470    1.525    1.496    2.470    3.767    2.281    3.695    5.332    2.874
  15.80   20.710   20.716   20.939    0.515    3.048    1.710    0.515    3.048    5.212    0.881    1.569    6.239    2.757
  15.90   21.040   21.050   21.372    0.671    3.695    2.040    0.671    3.695    7.538    1.369    2.479    9.133    4.026
  16.00   22.115   22.126   22.332   -0.706    3.024    3.115   -0.706    3.024    9.421   -2.199   -2.135    9.674    4.953
  16.10   21.750   21.775   21.923   -1.043    2.542    2.750   -1.043    2.542    6.990   -2.868   -2.651    7.556    4.004
  16.20   20.381   20.512   20.800   -2.311    3.451    1.381   -2.311    3.451    4.767   -3.193   -7.975    9.579    4.912
  16.30   19.610   19.737   19.822   -2.236    1.834    0.610   -2.236    1.834    1.118   -1.364   -4.101    4.368    2.232
  16.40   18.541   18.655   18.769   -2.064    2.066   -0.459   -2.064    2.066   -0.949    0.948   -4.265    4.370    2.235
  16.50   17.555   17.714   17.745   -2.371    1.045   -1.445   -2.371    1.045   -1.510    3.427   -2.478    4.402    2.245
  16.60   18.364   18.417   18.460   -1.396    1.265   -0.636   -1.396    1.265   -0.805    0.888   -1.767    1.978    1.068
  16.70   18.762   18.810   18.820   -1.339    0.629   -0.238   -1.339    0.629   -0.150    0.319   -0.843    1.124    0.457
  16.80   19.055   19.063   19.199   -0.543    2.285    0.055   -0.543    2.285    0.125   -0.030   -1.242    2.759    0.624
  16.90   18.897   18.899   19.053   -0.208    2.421   -0.103   -0.208    2.421   -0.248    0.021   -0.503    2.957    0.281
  17.00   19.345   19.365   19.381    0.862    0.793    0.345    0.862    0.793    0.274    0.298    0.683    0.745    0.397
  17.10   20.047   20.047   20.052   -0.065    0.458    1.047   -0.065    0.458    0.479   -0.068   -0.030    0.655    0.242
  17.20   19.658   19.667   19.695    0.610    1.036    0.658    0.610    1.036    0.681    0.401    0.632    0.939    0.506
  17.30   19.001   19.056   19.074    1.439    0.829    0.001    1.439    0.829    0.001    0.002    1.192    1.379    0.596
  17.40   20.085   20.166   20.174    1.807    0.542    1.085    1.807    0.542    0.588    1.961    0.979    2.368    1.135
  17.50   20.603   20.685   20.686    1.835   -0.224    1.603    1.835   -0.224   -0.359    2.941   -0.411    2.993    1.496
  17.60   20.734   20.831   20.832    2.005    0.164    1.734    2.005    0.164    0.284    3.478    0.328    3.528    1.752
  17.70   20.612   20.691   20.707    1.809   -0.794    1.612    1.809   -0.794   -1.281    2.916   -1.436    3.251    1.747
  17.80   21.000   21.086   21.135    1.908   -1.432    2.000    1.908   -1.432   -2.863    3.816   -2.732    4.845    2.749
  17.90   21.514   21.677   21.781    2.655   -2.121    2.514    2.655   -2.121   -5.332    6.676   -5.632    8.935    5.117
  18.00   20.319   20.620   20.735    3.513   -2.181    1.319    3.513   -2.181   -2.877    4.634   -7.662    9.419    4.703
  18.10   20.360   20.511   20.512    2.487   -0.174    1.360    2.487   -0.174   -0.237    3.381   -0.434    4.031    1.709
  18.20   19.838   19.881   19.893    1.305   -0.692    0.838    1.305   -0.692   -0.580    1.094   -0.903    1.443    0.766
  18.30   20.117   20.146   20.154    1.083   -0.551    1.117    1.083   -0.551   -0.616    1.210   -0.597    1.362    0.741
  18.40   20.174   20.177   20.179    0.304    0.282    1.174    0.304    0.282    0.331    0.358    0.086    0.776    0.247
  18.50   19.015   19.055   19.094    1.229    1.227    0.015    1.229    1.227    0.018    0.019    1.507    1.507    0.754
  18.60   18.459   18.468   18.531    0.573    1.523   -0.541    0.573    1.523   -0.823   -0.310    0.872    1.470    0.619
  18.70   18.326   18.406   18.421    1.710    0.743   -0.674    1.710    0.743   -0.501   -1.153    1.272    1.966    0.894
  18.80   17.992   18.207   18.224    2.796   -0.780   -1.008    2.796   -0.780    0.787   -2.819   -2.182    4.720    1.825
  18.90   17.413   17.569   17.721    2.337   -2.321   -1.587    2.337   -2.321    3.685   -3.710   -5.424    6.684    3.767
  19.00   17.365   17.503   17.598    2.190   -1.825   -1.635    2.190   -1.825    2.984   -3.581   -3.997    5.400    3.070
  19.10   17.370   17.557   17.594    2.553   -1.147   -1.630    2.553   -1.147    1.870   -4.161   -2.929    5.245    2.711
  19.20   16.717   16.960   17.051    2.860   -1.755   -2.283    2.860   -1.755    4.006   -6.527   -5.019    8.234    4.579
  19.30   17.303   17.510   17.533    2.689   -0.895   -1.697    2.689   -0.895    1.520   -4.564   -2.408    5.457    2.690
  19.40   17.750   17.930   17.931    2.531   -0.217   -1.250    2.531   -0.217    0.271   -3.163   -0.548    4.008    1.611
  19.50   17.815   18.231   18.242    3.875    0.622   -1.185    3.875    0.622   -0.737   -4.592    2.408    8.402    2.619
  19.60   17.103   17.511   17.606    3.760    1.819   -1.897    3.760    1.819   -3.452   -7.133    6.842   10.524    5.234
  19.70   17.627   17.855   17.873    2.845    0.796   -1.373    2.845    0.796   -1.093   -3.906    2.264    5.306    2.323
  19.80   17.202   17.365   17.384    2.374   -0.800   -1.798    2.374   -0.800    1.439   -4.267   -1.900    4.753    2.444
  19.90   18.127   18.476   18.504    3.575   -1.022   -0.873    3.575   -1.022    0.892   -3.121   -3.652    7.294    2.443
  20.00   17.984   18.149   18.166    2.443   -0.785   -1.016    2.443   -0.785    0.798   -2.482   -1.917    3.807    1.618
  20.10   18.565   18.689   18.708    2.153   -0.830   -0.435    2.153   -0.830    0.361   -0.936   -1.787    2.756    1.025
  20.20   18.479   18.686   18.688    2.772   -0.275   -0.521    2.772   -0.275    0.143   -1.445   -0.762    4.017    0.820
  20.30   17.461   17.590   17.627    2.122   -1.151   -1.539    2.122   -1.151    1.771   -3.265   -2.441    4.097    2.222
  20.40   17.077   17.082   17.191   -0.407   -1.933   -1.923   -0.407   -1.933    3.717    0.783    0.787    3.800    1.940
  20.50   17.663   17.664   17.763   -0.181   -1.868   -1.337   -0.181   -1.868    2.497    0.243    0.339    2.655    1.266
  20.60   16.903   16.905   16.918   -0.266   -0.661   -2.097   -0.266   -0.661    1.386    0.557    0.176    2.452    0.752
  20.70   17.371   17.407   17.415    1.122   -0.528   -1.629    1.122   -0.528    0.860   -1.827   -0.592    2.095    1.052
  20.80   17.294   17.352   17.353    1.417   -0.188   -1.706    1.417   -0.188    0.320   -2.419   -0.266    2.478    1.227
  20.90   17.099   17.392   17.392    3.178    0.120   -1.901    3.178    0.120   -0.228   -6.040    0.381    6.862    3.028
  21.00   16.892   17.048   17.050    2.299    0.244   -2.108    2.299    0.244   -0.514   -4.846    0.561    4.894    2.453
  21.10   16.764   16.838   16.852    1.579   -0.680   -2.236    1.579   -0.680    1.520   -3.529   -1.073    3.976    1.995
  21.20   17.538   17.724   17.752    2.562    0.995   -1.462    2.562    0.995   -1.454   -3.747    2.549    4.847    2.380
  21.30   17.180   17.305   17.372    2.076    1.531   -1.820    2.076    1.531   -2.788   -3.779    3.179    4.985    2.836
  21.40   16.567   16.645   16.688    1.614    1.193   -2.433    1.614    1.193   -2.903   -3.929    1.926    4.976    2.625
  21.50   16.379   16.387   16.438    0.499    1.295   -2.621    0.499    1.295   -3.395   -1.307    0.646    4.397    1.847
  21.60   15.683   15.752   15.769    1.481    0.729   -3.317    1.481    0.729   -2.420   -4.914    1.081    6.866    2.792
  21.70   15.103   15.237   15.242    2.017   -0.389   -3.897    2.017   -0.389    1.516   -7.863   -0.785    9.706    4.023
  21.80   14.128   14.380   14.422    2.680    1.105   -4.872    2.680    1.105   -5.382  -13.056    2.960   16.069    7.214
  21.90   14.606   15.098   15.113    3.822    0.687   -4.394    3.822    0.687   -3.020  -16.793    2.626   17.193    8.632
  22.00   14.638   14.919   14.919    2.882    0.062   -4.362    2.882    0.062   -0.268  -12.571    0.177   13.669    6.288
  22.10   14.562   14.935   14.948    3.317   -0.620   -4.438    3.317   -0.620    2.750  -14.719   -2.056   15.539    7.557
  22.20   14.069   14.481   14.485    3.431   -0.316   -4.931    3.431   -0.316    1.558  -16.919   -1.084   18.094    8.513
  22.30   13.282   13.947   14.033    4.257   -1.553   -5.718    4.257   -1.553    8.882  -24.342   -6.612   26.616   13.371
  22.40   13.543   14.309   14.347    4.618   -1.042   -5.457    4.618   -1.042    5.685  -25.199   -4.812   26.093   13.138
  22.50   14.492   15.469   15.470    5.412   -0.126   -4.508    5.412   -0.126    0.568  -24.399   -0.682   24.815   12.207
  22.60   14.426   15.950   15.951    6.806   -0.039   -4.574    6.806   -0.039    0.176  -31.133   -0.262   33.623   15.567
  22.70   13.935   14.943   14.945    5.395    0.275   -5.065    5.395    0.275   -1.391  -27.329    1.482   27.422   13.702
