
This hub-height turbulence-parameter file was generated by TurbSim (from OpenFAST-Unversioned from 08fffef240461a8334596179f1de462be43ad3e9) on 10-Oct-2023 at 13:29:57.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
   2.80   12.121   12.215   12.217   -1.520    0.197    1.121   -1.520    0.197    0.221   -1.703   -0.300    1.802    0.872
   2.90   11.541   11.598   11.604   -1.147   -0.366    0.541   -1.147   -0.366   -0.198   -0.621    0.420    0.871    0.388
   3.00   12.468   12.555   12.558   -1.477   -0.274    1.468   -1.477   -0.274   -0.402   -2.168    0.404    2.205    1.121
   3.10   12.145   12.213   12.213   -1.288   -0.060    1.145   -1.288   -0.060   -0.069   -1.475    0.077    1.487    0.739
   3.20   12.473   12.560   12.562   -1.479   -0.226    1.473   -1.479   -0.226   -0.333   -2.178    0.334    2.203    1.114
   3.30   12.593   12.620   12.621   -0.818    0.150    1.593   -0.818    0.150    0.239   -1.303   -0.123    1.615    0.665
   3.40   12.897   12.989   13.065   -1.545   -1.410    1.897   -1.545   -1.410   -2.675   -2.931    2.179    3.987    2.263
   3.50   13.022   13.134   13.257   -1.710   -1.803    2.022   -1.710   -1.803   -3.646   -3.458    3.084    5.133    2.948
   3.60   12.632   12.844   13.013   -2.323   -2.089    1.632   -2.323   -2.089   -3.409   -3.792    4.854    6.213    3.520
   3.70   12.727   13.094   13.203   -3.078   -1.694    1.727   -3.078   -1.694   -2.927   -5.316    5.215    7.664    4.001
   3.80   12.587   13.004   13.064   -3.269   -1.244    1.587   -3.269   -1.244   -1.973   -5.187    4.065    7.375    3.440
   3.90   12.887   13.246   13.351   -3.064   -1.670    1.887   -3.064   -1.670   -3.151   -5.781    5.118    7.870    4.170
   4.00   13.127   13.482   13.636   -3.076   -2.041    2.127   -3.076   -2.041   -4.340   -6.542    6.278    9.075    5.026
   4.10   12.618   12.928   13.105   -2.812   -2.148    1.618   -2.812   -2.148   -3.475   -4.550    6.040    7.570    4.161
   4.20   12.666   13.250   13.371   -3.891   -1.798    1.666   -3.891   -1.798   -2.995   -6.482    6.995   10.574    4.998
   4.30   12.770   13.320   13.359   -3.789   -1.019    1.770   -3.789   -1.019   -1.804   -6.707    3.861    9.265    3.973
   4.40   12.971   13.488   13.537   -3.702   -1.144    1.971   -3.702   -1.144   -2.254   -7.294    4.234    9.446    4.365
   4.50   13.736   14.215   14.361   -3.660   -2.043    2.736   -3.660   -2.043   -5.591  -10.013    7.479   12.528    6.846
   4.60   13.907   14.355   14.453   -3.559   -1.679    2.907   -3.559   -1.679   -4.881  -10.346    5.974   11.967    6.453
   4.70   13.944   14.520   14.663   -4.049   -2.039    2.944   -4.049   -2.039   -6.004  -11.922    8.256   14.610    7.847
   4.80   13.717   14.522   14.694   -4.768   -2.240    2.717   -4.768   -2.240   -6.087  -12.956   10.683   17.570    8.931
   4.90   13.487   13.941   14.186   -3.531   -2.625    2.487   -3.531   -2.625   -6.527   -8.781    9.268   12.771    7.169
   5.00   13.606   13.982   14.250   -3.222   -2.749    2.606   -3.222   -2.749   -7.162   -8.395    8.856   12.362    7.074
   5.10   13.889   14.305   14.474   -3.426   -2.202    2.889   -3.426   -2.202   -6.361   -9.898    7.542   12.466    6.988
   5.20   13.342   13.732   13.953   -3.251   -2.471    2.342   -3.251   -2.471   -5.786   -7.612    8.032   11.078    6.244
   5.30   13.423   13.636   13.845   -2.402   -2.396    2.423   -2.402   -2.396   -5.806   -5.820    5.756    8.691    5.018
   5.40   12.914   13.005   13.121   -1.532   -1.740    1.914   -1.532   -1.740   -3.330   -2.932    2.664    4.518    2.588
   5.50   12.766   12.810   12.933   -1.063   -1.779    1.766   -1.063   -1.779   -3.141   -1.878    1.891    3.707    2.060
   5.60   12.568   12.575   12.693   -0.411   -1.731    1.568   -0.411   -1.731   -2.714   -0.645    0.712    2.812    1.440
   5.70   12.393   12.394   12.484   -0.132   -1.493    1.393   -0.132   -1.493   -2.080   -0.183    0.196    2.093    1.049
   5.80   12.809   12.810   12.851   -0.127   -1.033    1.809   -0.127   -1.033   -1.869   -0.230    0.131    2.178    0.944
   5.90   13.077   13.085   13.091    0.468   -0.384    2.077    0.468   -0.384   -0.797    0.972   -0.180    2.339    0.635
   6.00   13.065   13.102   13.129    0.991    0.839    2.065    0.991    0.839    1.732    2.045    0.831    2.974    1.403
   6.10   13.207   13.228   13.228    0.737    0.020    2.207    0.737    0.020    0.043    1.627    0.014    2.707    0.814
   6.20   12.958   12.999   13.009    1.033   -0.491    1.958    1.033   -0.491   -0.962    2.022   -0.507    2.572    1.148
   6.30   14.052   14.114   14.118    1.317   -0.359    3.052    1.317   -0.359   -1.097    4.021   -0.474    5.591    2.097
   6.40   13.967   13.992   13.997    0.841   -0.388    2.967    0.841   -0.388   -1.151    2.494   -0.326    4.829    1.383
   6.50   13.942   13.947   13.950    0.398    0.287    2.942    0.398    0.287    0.846    1.169    0.114    4.447    0.724
   6.60   14.129   14.148   14.151    0.732   -0.302    3.129    0.732   -0.302   -0.945    2.289   -0.221    5.208    1.243
   6.70   13.784   13.818   13.821    0.969   -0.294    2.784    0.969   -0.294   -0.819    2.698   -0.285    4.388    1.417
   6.80   13.580   13.711   13.717    1.890   -0.420    2.580    1.890   -0.420   -1.084    4.877   -0.795    5.203    2.530
   6.90   13.391   13.529   13.541    1.927   -0.581    2.391    1.927   -0.581   -1.388    4.608   -1.119    4.884    2.470
   7.00   13.165   13.287   13.308    1.799   -0.752    2.165    1.799   -0.752   -1.628    3.895   -1.353    4.244    2.216
   7.10   12.908   12.960   12.974    1.160   -0.610    1.908    1.160   -0.610   -1.163    2.213   -0.707    2.679    1.299
   7.20   11.961   11.987   11.993    0.788   -0.389    0.961    0.788   -0.389   -0.374    0.757   -0.307    0.848    0.449
   7.30   11.342   11.354   11.364    0.523   -0.472    0.342    0.523   -0.472   -0.162    0.179   -0.247    0.307    0.173
   7.40   10.771   10.796   10.823    0.741   -0.757   -0.229    0.741   -0.757    0.174   -0.170   -0.562    0.588    0.306
   7.50   10.964   11.001   11.018    0.901   -0.616   -0.036    0.901   -0.616    0.022   -0.032   -0.555    0.596    0.278
   7.60   11.641   11.686   11.713    1.022    0.800    0.641    1.022    0.800    0.513    0.655    0.818    1.048    0.583
   7.70   11.299   11.317   11.319    0.636    0.216    0.299    0.636    0.216    0.065    0.190    0.137    0.270    0.122
   7.80   11.203   11.264   11.264    1.168    0.019    0.203    1.168    0.019    0.004    0.237    0.022    0.703    0.119
   7.90   11.173   11.228   11.241    1.105    0.549    0.173    1.105    0.549    0.095    0.192    0.606    0.776    0.322
   8.00   11.844   11.895   11.897    1.097    0.246    0.844    1.097    0.246    0.208    0.926    0.270    0.989    0.494
   8.10   12.289   12.289   12.306    0.063    0.647    1.289    0.063    0.647    0.834    0.081    0.041    1.042    0.420
   8.20   12.119   12.121   12.146    0.212    0.778    1.119    0.212    0.778    0.871    0.237    0.165    0.951    0.459
   8.30   11.706   11.706   11.722    0.115    0.611    0.706    0.115    0.611    0.431    0.081    0.070    0.442    0.222
   8.40   11.642   11.661   11.681    0.651    0.689    0.642    0.651    0.689    0.443    0.418    0.448    0.655    0.378
   8.50   11.815   11.850   11.850    0.913   -0.092    0.815    0.913   -0.092   -0.075    0.744   -0.084    0.753    0.376
   8.60   11.426   11.435   11.435    0.449    0.010    0.426    0.449    0.010    0.004    0.191    0.005    0.191    0.096
   8.70   11.565   11.615   11.619    1.071   -0.326    0.565    1.071   -0.326   -0.184    0.606   -0.349    0.787    0.361
   8.80   11.559   11.684   11.738    1.706    1.129    0.559    1.706    1.129    0.631    0.953    1.925    2.248    1.119
   8.90   11.810   11.945   12.071    1.789    1.743    0.810    1.789    1.743    1.412    1.450    3.118    3.447    1.859
   9.00   11.363   11.473   11.533    1.589    1.173    0.363    1.589    1.173    0.426    0.576    1.864    2.017    0.999
   9.10   11.674   11.701   11.755    0.796    1.127    0.674    0.796    1.127    0.760    0.536    0.897    1.179    0.646
   9.20   12.100   12.120   12.204    0.692    1.428    1.100    0.692    1.428    1.571    0.762    0.989    1.865    1.003
   9.30   11.810   11.877   11.982    1.257    1.587    0.810    1.257    1.587    1.285    1.018    1.994    2.377    1.291
   9.40   11.045   11.152   11.169    1.548    0.608    0.045    1.548    0.608    0.027    0.069    0.941    1.384    0.472
   9.50   10.996   11.086   11.089    1.407   -0.278   -0.004    1.407   -0.278    0.001   -0.005   -0.391    1.028    0.196
   9.60   11.537   11.538   11.543    0.169   -0.334    0.537    0.169   -0.334   -0.179    0.091   -0.056    0.214    0.104
   9.70   10.696   10.702   10.703    0.361   -0.059   -0.304    0.361   -0.059    0.018   -0.110   -0.021    0.113    0.056
   9.80   10.803   10.807   10.807    0.281    0.114   -0.197    0.281    0.114   -0.022   -0.055    0.032    0.065    0.034
   9.90   10.155   10.165   10.165    0.453   -0.048   -0.845    0.453   -0.048    0.041   -0.383   -0.022    0.461    0.193
  10.00    9.970    9.980    9.980    0.454    0.047   -1.030    0.454    0.047   -0.048   -0.468    0.021    0.635    0.235
  10.10   10.676   10.676   10.683    0.050    0.377   -0.324    0.050    0.377   -0.122   -0.016    0.019    0.125    0.062
  10.20   11.119   11.142   11.143    0.724   -0.151    0.119    0.724   -0.151   -0.018    0.086   -0.110    0.281    0.070
  10.30   11.749   11.916   11.919    1.986    0.263    0.749    1.986    0.263    0.197    1.489    0.522    2.288    0.795
  10.40   11.282   11.426   11.426    1.811   -0.054    0.282    1.811   -0.054   -0.015    0.510   -0.098    1.682    0.260
  10.50   11.175   11.222   11.223    1.026    0.170    0.175    1.026    0.170    0.030    0.179    0.174    0.556    0.126
  10.60   11.490   11.545   11.549    1.125   -0.306    0.490    1.125   -0.306   -0.150    0.552   -0.345    0.800    0.334
  10.70   11.544   11.583   11.622    0.953   -0.946    0.544    0.953   -0.946   -0.515    0.519   -0.902    1.050    0.580
  10.80   11.637   11.697   11.785    1.183   -1.433    0.637    1.183   -1.433   -0.913    0.754   -1.695    1.930    1.034
  10.90   11.650   11.678   11.739    0.805   -1.195    0.650    0.805   -1.195   -0.777    0.524   -0.962    1.249    0.671
  11.00   12.006   12.031   12.076    0.786   -1.037    1.006    0.786   -1.037   -1.043    0.790   -0.815    1.352    0.771
  11.10   12.377   12.454   12.502    1.381   -1.102    1.377    1.381   -1.102   -1.518    1.902   -1.523    2.509    1.435
  11.20   12.445   12.574   12.696    1.800   -1.754    1.445    1.800   -1.754   -2.535    2.601   -3.158    4.203    2.407
  11.30   12.206   12.265   12.330    1.193   -1.264    1.206    1.193   -1.264   -1.525    1.440   -1.508    2.238    1.291
  11.40   11.677   11.715   11.767    0.948   -1.104    0.677    0.948   -1.104   -0.747    0.642   -1.046    1.288    0.719
  11.50   11.661   11.661   11.700   -0.118   -0.948    0.661   -0.118   -0.948   -0.626   -0.078    0.112    0.674    0.320
  11.60   11.535   11.620   11.635    1.399   -0.602    0.535    1.399   -0.602   -0.322    0.748   -0.842    1.303    0.586
  11.70   11.463   11.507   11.525    1.013   -0.634    0.463    1.013   -0.634   -0.293    0.469   -0.642    0.821    0.424
  11.80   10.963   11.006   11.031    0.980   -0.728   -0.037    0.980   -0.728    0.027   -0.037   -0.714    0.746    0.358
  11.90   11.343   11.404   11.426    1.180   -0.711    0.343    1.180   -0.711   -0.244    0.404   -0.838    1.007    0.481
  12.00   11.704   11.731   11.732    0.804    0.129    0.704    0.804    0.129    0.091    0.566    0.104    0.580    0.291
  12.10   11.695   11.695   11.713   -0.124    0.653    0.695   -0.124    0.653    0.453   -0.086   -0.081    0.462    0.234
  12.20   12.068   12.069   12.143   -0.136    1.344    1.068   -0.136    1.344    1.435   -0.146   -0.183    1.483    0.727
  12.30   12.028   12.029   12.136   -0.199    1.604    1.028   -0.199    1.604    1.649   -0.205   -0.320    1.835    0.846
  12.40   11.932   11.932   11.972    0.048    0.978    0.932    0.048    0.978    0.912    0.045    0.047    0.914    0.457
  12.50   12.604   12.605   12.647    0.113    1.036    1.604    0.113    1.036    1.662    0.182    0.117    1.830    0.838
  12.60   12.096   12.099   12.127    0.260    0.824    1.096    0.260    0.824    0.903    0.285    0.214    0.974    0.485
  12.70   12.105   12.107   12.135    0.184    0.826    1.105    0.184    0.826    0.913    0.204    0.152    0.969    0.474
  12.80   12.917   12.924   12.925   -0.422    0.148    1.917   -0.422    0.148    0.284   -0.809   -0.063    1.937    0.430
  12.90   12.945   12.945   12.947   -0.044    0.222    1.945   -0.044    0.222    0.432   -0.086   -0.010    1.918    0.220
  13.00   12.958   12.975   12.975    0.672    0.092    1.958    0.672    0.092    0.181    1.316    0.062    2.146    0.665
  13.10   13.403   13.465   13.570    1.296    1.681    2.403    1.296    1.681    4.038    3.115    2.179    5.139    2.773
  13.20   13.138   13.177   13.353    1.025    2.160    2.138    1.025    2.160    4.618    2.190    2.213    5.143    2.785
  13.30   13.483   13.497   13.744    0.620    2.592    2.483    0.620    2.592    6.436    1.539    1.607    6.635    3.405
  13.40   13.664   13.735   13.961    1.403    2.500    2.664    1.403    2.500    6.659    3.737    3.508    7.657    4.202
  13.50   13.908   13.948   14.042    1.059    1.625    2.908    1.059    1.625    4.724    3.079    1.721    6.108    2.948
  13.60   13.579   13.625   13.742    1.119    1.793    2.579    1.119    1.793    4.624    2.886    2.007    5.558    2.904
  13.70   13.125   13.151   13.253    0.834    1.644    2.125    0.834    1.644    3.493    1.772    1.371    3.956    2.075
  13.80   13.477   13.507   13.543    0.903    0.981    2.477    0.903    0.981    2.431    2.237    0.886    3.957    1.710
  13.90   13.516   13.518   13.526    0.213   -0.478    2.516    0.213   -0.478   -1.203    0.537   -0.102    3.302    0.660
  14.00   12.993   12.994   13.034   -0.211   -1.018    1.993   -0.211   -1.018   -2.028   -0.420    0.214    2.525    1.041
  14.10   13.561   13.571   13.622   -0.533   -1.177    2.561   -0.533   -1.177   -3.013   -1.365    0.627    4.112    1.683
  14.20   13.152   13.171   13.207   -0.719   -0.969    2.152   -0.719   -0.969   -2.086   -1.547    0.697    3.043    1.344
  14.30   13.963   14.021   14.022   -1.277   -0.179    2.963   -1.277   -0.179   -0.531   -3.785    0.229    5.221    1.914
  14.40   14.586   14.634   14.650   -1.183   -0.690    3.586   -1.183   -0.690   -2.474   -4.242    0.816    7.367    2.489
  14.50   14.405   14.429   14.439   -0.837   -0.530    3.405   -0.837   -0.530   -1.804   -2.849    0.443    6.288    1.700
  14.60   14.381   14.407   14.407   -0.868    0.133    3.381   -0.868    0.133    0.451   -2.935   -0.116    6.100    1.486
  14.70   13.719   13.753   13.754   -0.968    0.134    2.719   -0.968    0.134    0.364   -2.633   -0.130    4.175    1.330
  14.80   12.688   12.722   12.742   -0.930    0.721    1.688   -0.930    0.721    1.217   -1.570   -0.671    2.117    1.048
  14.90   12.740   12.834   12.871   -1.548    0.982    1.740   -1.548    0.982    1.709   -2.694   -1.520    3.194    1.767
  15.00   13.622   13.723   13.733   -1.659    0.516    2.622   -1.659    0.516    1.353   -4.349   -0.856    4.947    2.317
  15.10   13.617   13.725   13.725   -1.719    0.067    2.617   -1.719    0.067    0.175   -4.498   -0.115    4.904    2.251
  15.20   13.148   13.271   13.275   -1.802   -0.301    2.148   -1.802   -0.301   -0.648   -3.872    0.543    3.977    1.981
  15.30   12.451   12.584   12.584   -1.822   -0.100    1.451   -1.822   -0.100   -0.145   -2.644    0.182    2.718    1.327
  15.40   12.219   12.450   12.458   -2.387    0.445    1.219   -2.387    0.445    0.542   -2.909   -1.062    3.690    1.572
  15.50   12.720   12.963   12.966   -2.498    0.278    1.720   -2.498    0.278    0.478   -4.296   -0.695    4.637    2.189
  15.60   12.170   12.455   12.475   -2.651    0.692    1.170   -2.651    0.692    0.810   -3.102   -1.836    4.438    1.847
  15.70   12.362   12.554   12.555   -2.191    0.153    1.362   -2.191    0.153    0.209   -2.983   -0.336    3.338    1.505
  15.80   11.428   11.548   11.553   -1.658    0.356    0.428   -1.658    0.356    0.153   -0.710   -0.591    1.530    0.468
  15.90   11.333   11.605   11.637   -2.497    0.862    0.333   -2.497    0.862    0.288   -0.833   -2.153    3.545    1.163
  16.00   11.721   12.023   12.158   -2.675    1.808    0.721   -2.675    1.808    1.304   -1.929   -4.836    5.472    2.684
  16.10   11.849   12.093   12.170   -2.416    1.367    0.849   -2.416    1.367    1.161   -2.052   -3.304    4.215    2.029
  16.20   11.275   11.539   11.544   -2.456    0.322    0.275   -2.456    0.322    0.089   -0.676   -0.790    3.106    0.522
  16.30   11.561   11.705   11.711   -1.833   -0.369    0.561   -1.833   -0.369   -0.207   -1.028    0.677    1.905    0.624
  16.40   11.804   11.844   11.880   -0.970   -0.923    0.804   -0.970   -0.923   -0.742   -0.780    0.896    1.220    0.700
  16.50   11.566   11.652   11.710   -1.417   -1.164    0.566   -1.417   -1.164   -0.659   -0.802    1.649    1.841    0.974
  16.60   11.656   11.968   12.021   -2.711   -1.127    0.656   -2.711   -1.127   -0.740   -1.780    3.055    4.526    1.806
  16.70   11.168   11.430   11.477   -2.437   -1.036    0.168   -2.437   -1.036   -0.174   -0.409    2.526    3.521    1.282
  16.80   11.456   11.579   11.603   -1.684   -0.745    0.456   -1.684   -0.745   -0.340   -0.768    1.255    1.799    0.755
  16.90   11.278   11.326   11.370   -1.046   -0.992    0.278   -1.046   -0.992   -0.276   -0.291    1.038    1.078    0.556
  17.00   11.767   11.772   11.841   -0.349   -1.272    0.767   -0.349   -1.272   -0.976   -0.268    0.444    1.164    0.552
  17.10   11.916   11.920   11.986    0.274   -1.259    0.916    0.274   -1.259   -1.154    0.251   -0.345    1.250    0.615
  17.20   12.206   12.212   12.286    0.383   -1.346    1.206    0.383   -1.346   -1.623    0.462   -0.516    1.707    0.882
  17.30   10.721   10.723   10.766    0.159   -0.961   -0.279    0.159   -0.961    0.268   -0.044   -0.153    0.513    0.156
  17.40   10.392   10.392   10.504    0.023   -1.533   -0.608    0.023   -1.533    0.933   -0.014   -0.036    1.361    0.467
  17.50   10.393   10.407   10.571   -0.545   -1.855   -0.607   -0.545   -1.855    1.127    0.331    1.012    2.054    0.775
  17.60   10.111   10.111   10.416   -0.025   -2.504   -0.889   -0.025   -2.504    2.227    0.022    0.062    3.530    1.114
  17.70   10.240   10.242   10.449   -0.200   -2.069   -0.760   -0.200   -2.069    1.573    0.152    0.414    2.449    0.817
  17.80   11.198   11.207   11.370    0.460   -1.913    0.198    0.460   -1.913   -0.379    0.091   -0.880    1.955    0.481
  17.90   11.429   11.470   11.551    0.964   -1.365    0.429    0.964   -1.365   -0.586    0.414   -1.316    1.489    0.749
  18.00   11.906   11.912   12.012    0.381   -1.542    0.906    0.381   -1.542   -1.398    0.346   -0.588    1.673    0.778
  18.10   12.077   12.078   12.227   -0.079   -1.907    1.077   -0.079   -1.907   -2.055   -0.085    0.150    2.403    1.031
  18.20   11.887   11.902   11.994   -0.592   -1.486    0.887   -0.592   -1.486   -1.318   -0.525    0.880    1.672    0.835
  18.30   11.890   11.908   11.976   -0.653   -1.267    0.890   -0.653   -1.267   -1.129   -0.582    0.828    1.413    0.758
  18.40   11.935   11.967   12.102   -0.870   -1.807    0.935   -0.870   -1.807   -1.690   -0.813    1.572    2.448    1.223
  18.50   12.086   12.162   12.348   -1.358   -2.136    1.086   -1.358   -2.136   -2.319   -1.475    2.901    3.793    1.998
  18.60   12.008   12.148   12.328   -1.843   -2.098    1.008   -1.843   -2.098   -2.114   -1.857    3.866    4.406    2.391
  18.70   11.597   11.642   11.790   -1.025   -1.860    0.597   -1.025   -1.860   -1.110   -0.612    1.906    2.433    1.144
  18.80   10.958   10.967   11.187   -0.445   -2.209   -0.042   -0.445   -2.209    0.092    0.019    0.983    2.539    0.494
  18.90   10.950   10.959   11.093   -0.454   -1.719   -0.050   -0.454   -1.719    0.087    0.023    0.781    1.582    0.393
  19.00   11.546   11.548   11.772    0.208   -2.288    0.546    0.208   -2.288   -1.248    0.113   -0.475    2.787    0.670
  19.10   11.392   11.404   11.632   -0.532   -2.292    0.392   -0.532   -2.292   -0.898   -0.209    1.220    2.845    0.765
  19.20   10.930   10.941   11.017   -0.477   -1.293   -0.070   -0.477   -1.293    0.090    0.033    0.617    0.952    0.312
  19.30   11.625   11.654   11.746   -0.813   -1.470    0.625   -0.813   -1.470   -0.919   -0.508    1.195    1.607    0.796
  19.40   11.447   11.454   11.549   -0.410   -1.476    0.447   -0.410   -1.476   -0.660   -0.183    0.605    1.273    0.457
  19.50   10.468   10.471   10.491   -0.260   -0.647   -0.532   -0.260   -0.647    0.344    0.139    0.168    0.384    0.204
  19.60   10.261   10.326   10.353   -1.163   -0.746   -0.739   -1.163   -0.746    0.551    0.859    0.867    1.227    0.670
  19.70   10.253   10.267   10.304   -0.540   -0.876   -0.747   -0.540   -0.876    0.654    0.403    0.473    0.808    0.451
  19.80   10.159   10.163   10.168   -0.290   -0.324   -0.841   -0.290   -0.324    0.273    0.244    0.094    0.449    0.189
  19.90   10.150   10.150   10.168    0.118   -0.608   -0.850    0.118   -0.608    0.517   -0.100   -0.072    0.553    0.266
  20.00   10.081   10.082   10.082   -0.126    0.050   -0.919   -0.126    0.050   -0.046    0.116   -0.006    0.431    0.062
  20.10    9.634    9.634    9.634    0.003    0.080   -1.366    0.003    0.080   -0.109   -0.003    0.000    0.936    0.054
  20.20    9.606    9.618    9.624    0.483   -0.345   -1.394    0.483   -0.345    0.480   -0.673   -0.166    1.147    0.422
  20.30    9.675    9.675    9.682    0.059   -0.361   -1.325    0.059   -0.361    0.478   -0.079   -0.021    0.944    0.242
  20.40    9.289    9.314    9.369   -0.694   -1.014   -1.711   -0.694   -1.014    1.735    1.189    0.704    2.219    1.109
  20.50    9.478    9.504    9.611   -0.699   -1.433   -1.522   -0.699   -1.433    2.181    1.065    1.003    2.430    1.313
  20.60    9.851    9.898   10.049   -0.959   -1.736   -1.149   -0.959   -1.736    1.995    1.102    1.666    2.627    1.411
  20.70   10.048   10.094   10.204   -0.963   -1.493   -0.952   -0.963   -1.493    1.421    0.916    1.437    2.031    1.110
  20.80   10.344   10.359   10.414   -0.549   -1.077   -0.656   -0.549   -1.077    0.707    0.360    0.592    0.946    0.495
  20.90    9.683    9.724    9.742   -0.896   -0.584   -1.317   -0.896   -0.584    0.769    1.180    0.523    1.439    0.751
  21.00    9.511    9.588    9.589   -1.208   -0.157   -1.489   -1.208   -0.157    0.233    1.798    0.189    1.849    0.911
  21.10    9.141    9.278    9.280   -1.589    0.161   -1.859   -1.589    0.161   -0.299    2.954   -0.255    3.003    1.490
  21.20    9.085    9.183    9.193   -1.340    0.424   -1.915   -1.340    0.424   -0.811    2.567   -0.568    2.822    1.376
  21.30    8.692    8.766    8.783   -1.137    0.548   -2.308   -1.137    0.548   -1.264    2.623   -0.623    3.459    1.489
  21.40    9.267    9.294    9.295   -0.712   -0.147   -1.733   -0.712   -0.147    0.255    1.234    0.105    1.766    0.632
  21.50    9.335    9.385    9.385   -0.967    0.037   -1.665   -0.967    0.037   -0.062    1.610   -0.036    1.854    0.806
  21.60    9.157    9.175    9.176   -0.575   -0.132   -1.843   -0.575   -0.132    0.244    1.060    0.076    1.872    0.545
  21.70    9.552    9.589    9.600   -0.840    0.455   -1.448   -0.840    0.455   -0.659    1.216   -0.383    1.504    0.718
  21.80    9.805    9.838    9.838   -0.800    0.114   -1.195   -0.800    0.114   -0.137    0.955   -0.091    1.040    0.485
  21.90    9.512    9.632    9.646   -1.513    0.533   -1.488   -1.513    0.533   -0.793    2.251   -0.806    2.393    1.259
  22.00    9.176    9.296    9.325   -1.493    0.737   -1.824   -1.493    0.737   -1.345    2.724   -1.101    3.051    1.616
  22.10    9.514    9.613    9.614   -1.379    0.106   -1.486   -1.379    0.106   -0.158    2.049   -0.146    2.060    1.030
  22.20    9.981   10.113   10.113   -1.630   -0.116   -1.019   -1.630   -0.116    0.118    1.661    0.189    1.854    0.838
  22.30    9.369    9.454    9.498   -1.267   -0.912   -1.631   -1.267   -0.912    1.487    2.067    1.156    2.549    1.398
  22.40    9.213    9.348    9.352   -1.581   -0.288   -1.787   -1.581   -0.288    0.514    2.824    0.455    2.887    1.453
