
This hub-height turbulence-parameter file was generated by TurbSim (from OpenFAST-Unversioned from 08fffef240461a8334596179f1de462be43ad3e9) on 10-Oct-2023 at 13:40:43.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
  19.10   24.507   25.136   25.205    5.591    1.853   -0.493    5.591    1.853   -0.914   -2.757   10.360   17.468    5.380
  19.20   24.606   25.032   25.268    4.597    3.449   -0.394    4.597    3.449   -1.359   -1.812   15.854   16.591    8.008
  19.30   23.761   23.958   24.291    3.067    4.006   -1.239    3.067    4.006   -4.963   -3.800   12.287   13.495    6.893
  19.40   22.812   22.848   23.498    1.294    5.486   -2.188    1.294    5.486  -12.006   -2.831    7.099   18.282    7.116
  19.50   23.415   23.471   23.822    1.621    4.074   -1.585    1.621    4.074   -6.458   -2.569    6.601   10.867    4.793
  19.60   21.512   21.578   21.793    1.681    3.051   -3.488    1.681    3.051  -10.642   -5.864    5.130   12.151    6.595
  19.70   23.041   23.294   23.456    3.426    2.755   -1.959    3.426    2.755   -5.397   -6.712    9.437   11.581    6.388
  19.80   22.817   22.966   23.054    2.611    2.018   -2.183    2.611    2.018   -4.405   -5.699    5.267    7.826    4.462
  19.90   22.586   22.829   23.021    3.316    2.968   -2.414    3.316    2.968   -7.163   -8.005    9.843   12.816    7.285
  20.00   21.196   21.230   21.582    1.187    3.886   -3.804    1.187    3.886  -14.779   -4.516    4.613   15.487    8.064
  20.10   21.611   21.668   21.900    1.567    3.181   -3.389    1.567    3.181  -10.779   -5.309    4.984   12.028    6.504
  20.20   22.048   22.106   22.378    1.598    3.483   -2.952    1.598    3.483  -10.284   -4.717    5.565   11.701    6.304
  20.30   23.142   23.186   23.398    1.425    3.140   -1.858    1.425    3.140   -5.834   -2.648    4.475    7.671    3.908
  20.40   23.728   23.773   23.921    1.451    2.662   -1.272    1.451    2.662   -3.385   -1.845    3.861    5.403    2.728
  20.50   21.735   21.835   21.887    2.083    1.514   -3.265    2.083    1.514   -4.942   -6.801    3.153    8.645    4.489
  20.60   20.231   20.520   20.689    3.430    2.634   -4.769    3.430    2.634  -12.562  -16.354    9.035   20.720   11.257
  20.70   22.464   22.676   22.883    3.098    3.069   -2.536    3.098    3.069   -7.785   -7.856    9.508   12.725    7.293
  20.80   22.977   23.160   23.301    2.908    2.559   -2.023    2.908    2.559   -5.178   -5.885    7.443    9.551    5.405
  20.90   22.569   22.857   23.071    3.618    3.132   -2.431    3.618    3.132   -7.614   -8.796   11.332   14.405    8.120
  21.00   22.022   22.115   22.423    2.027    3.698   -2.978    2.027    3.698  -11.012   -6.036    7.497   13.326    7.313
  21.10   21.219   21.260   21.714    1.333    4.417   -3.781    1.333    4.417  -16.703   -5.041    5.888   17.793    9.207
  21.20   20.361   20.567   21.022    2.900    4.354   -4.639    2.900    4.354  -20.198  -13.454   12.628   24.445   13.679
  21.30   22.153   22.228   22.514    1.830    3.573   -2.847    1.830    3.573  -10.171   -5.210    6.538   12.109    6.583
  21.40   19.626   19.887   20.334    3.211    4.241   -5.374    3.211    4.241  -22.795  -17.259   13.621   28.594   15.836
  21.50   20.636   20.905   21.292    3.342    4.042   -4.364    3.342    4.042  -17.637  -14.585   13.508   23.274   13.288
  21.60   19.446   19.935   20.207    4.389    3.304   -5.554    4.389    3.304  -18.352  -24.379   14.504   30.516   16.893
  21.70   20.168   20.521   20.987    3.790    4.398   -4.832    3.790    4.398  -21.252  -18.316   16.668   28.529   16.317
  21.80   20.704   21.244   21.733    4.761    4.581   -4.296    4.761    4.581  -19.683  -20.455   21.813   31.058   17.900
  21.90   20.383   20.559   20.933    2.681    3.942   -4.617    2.681    3.942  -18.197  -12.379   10.569   22.020   12.207
  22.00   21.506   22.101   22.324    5.091    3.146   -3.494    5.091    3.146  -10.990  -17.788   16.016   24.012   13.169
  22.10   22.890   23.156   23.274    3.499    2.346   -2.110    3.499    2.346   -4.950   -7.383    8.209   11.100    6.050
  22.20   22.186   22.400   22.408    3.092    0.568   -2.814    3.092    0.568   -1.599   -8.702    1.757    8.902    4.510
  22.30   21.632   22.037   22.056    4.202    0.926   -3.368    4.202    0.926   -3.119  -14.154    3.892   14.931    7.503
  22.40   21.567   22.740   22.740    7.208    0.011   -3.433    7.208    0.011   -0.038  -24.747    0.079   31.874   12.373
  22.50   20.557   21.237   21.238    5.327   -0.224   -4.443    5.327   -0.224    0.994  -23.668   -1.192   24.084   11.859
  22.60   21.253   21.602   21.610    3.865    0.599   -3.747    3.865    0.599   -2.245  -14.482    2.317   14.669    7.419
  22.70   23.424   23.644   23.661    3.219    0.910   -1.576    3.219    0.910   -1.434   -5.073    2.929    6.836    3.015
  22.80   23.594   23.692   23.694    2.154    0.308   -1.406    2.154    0.308   -0.433   -3.028    0.663    3.355    1.565
  22.90   24.223   24.286   24.287    1.745    0.254   -0.777    1.745    0.254   -0.197   -1.356    0.443    1.857    0.720
  23.00   23.655   23.664   23.690    0.666    1.098   -1.345    0.666    1.098   -1.477   -0.896    0.731    1.730    0.938
